Review,y
doesn't add up to much . ,0
has all the values of a straight-to-video movie ,0
with its lackadaisical plotting and mindless action ,0
it never quite makes it to the boiling point ,0
loud ,0
mandel holland's direction is uninspired ,0
a yawn-provoking little farm melodrama . ,0
did no one on the set have a sense of humor ,0
crummy,0
seriously ,0
as david letterman and the onion have proven ,0
like its parade of predecessors ,0
" "" abandon "" will leave you wanting to abandon the theater . ",0
problem is ,0
a live-action cartoon ,0
a loquacious and dreary piece of business . ,0
what the audience feels is exhaustion ,0
director hoffman ,0
dodgy mixture of cutesy romance ,0
meticulously mounted ,0
time of favor could have given audiences the time of day by concentrating on the elements of a revealing alienation among a culture of people who sadly are at hostile odds with one another through recklessness and retaliation . ,0
i'm not sure which will take longer to heal : the welt on johnny knoxville's stomach from a riot-control projectile or my own tortured psyche . ,0
while serving sara does have a long way to go before it reaches the level of crudity in the latest austin powers extravaganza ,0
i'm not sure which is worse : the poor acting by the ensemble cast ,0
the only reason you should see this movie is if you have a case of masochism and an hour and a half to blow . ,0
whatever about warning kids about the dangers of ouija boards ,0
as with so many merchandised-to-the-max movies of this type ,0
the irwins' scenes are fascinating ; the movie as a whole is cheap junk and an insult to their death-defying efforts . ,0
if routine action and jokes like this are your cup of tea ,0
a man leaving the screening said the film was better than saving private ryan . he may have meant the internet short saving ryan's privates . but windtalkers doesn't beat that one ,0
may puzzle his most ardent fans . ,0
starts as a tart little lemon drop of a movie and ends up as a bitter pill . ,0
we never feel anything for these characters ,0
those unfamiliar with mormon traditions may find the singles ward occasionally bewildering . ,0
ritchie may not have a novel thought in his head ,0
the story ,0
feels like the work of an artist who is simply tired -- of fighting the same fights ,0
"while you have to admit it's semi-amusing to watch robert deniro belt out "" when you're a jet ",0
an opportunity missed . ,0
the whole mess boils down to a transparently hypocritical work that feels as though it's trying to set the women's liberation movement back 20 years . ,0
' . . . the cast portrays their cartoon counterparts well . . . but quite frankly ,0
more of the same old garbage hollywood has been trying to pass off as acceptable teen entertainment for some time now . ,0
tv skit-com material fervently deposited on the big screen . ,0
[johnnie to and wai ka fai are] sure to find an enthusiastic audience among american action-adventure buffs ,0
if there was ever a movie where the upbeat ending feels like a copout ,0
it's as sorry a mess as its director's diabolical debut ,0
any attempts at nuance given by the capable cast is drowned out by director jon purdy's sledgehammer sap . ,0
its audacious ambitions sabotaged by pomposity ,0
despite some strong performances ,0
this is a picture that maik ,0
feels slight ,0
unspeakable ,0
the actors pull out all the stops in nearly every scene ,0
if the last man were the last movie left on earth ,0
welles groupie/scholar peter bogdanovich took a long time to do it ,0
makes the same mistake as the music industry it criticizes ,0
even as i valiantly struggled to remain interested ,0
a bad movie that happened to good actors . ,0
wishy-washy . ,0
boasts eye-catching art direction but has a forcefully quirky tone that quickly wears out its limited welcome . ,0
screenwriter dan schneider and director shawn levy substitute volume and primary colors for humor and bite . ,0
oversexed ,0
that such a horrible movie could have sprung from such a great one is one of the year's worst cinematic tragedies . ,0
it all starts to smack of a hallmark hall of fame ,0
rarely has a film's title served such dire warning . ,0
if you saw benigni's pinocchio at a public park ,0
the animation is competent ,0
the pace of the film is very slow ( for obvious reasons ) and that too becomes off-putting . ,0
mr . wollter and ms . seldhal give strong and convincing performances ,0
shafer's feature doesn't offer much in terms of plot or acting . ,0
in his role of observer of the scene ,0
[t]he ideas of revolution #9 are more compelling than the execution,0
the film didn't convince me that calvin jr . 's barbershop represents some sort of beacon of hope in the middle of chicago's south side . ,0
what happens when something goes bump in the night and nobody cares ? ,0
despite some comic sparks ,0
director george hickenlooper has had some success with documentaries ,0
shows moments of promise but ultimately succumbs to cliches and pat storytelling . ,0
even accepting this in the right frame of mind can only provide it with so much leniency . ,0
some body is a shaky ,0
all the small moments and flashbacks don't add up to much more than trite observations on the human condition . ,0
[a] stale retread of the '53 original . ,0
one thing's for sure—if george romero had directed this movie ,0
for dance completists only . ,0
one of the worst movies of the year . ,0
spreads itself too thin ,0
it wouldn't matter so much that this arrogant richard pryor wannabe's routine is offensive ,0
the locale . . . remains far more interesting than the story at hand . ,0
yo ,0
inconsequential road-and-buddy pic . ,0
i liked the original short story but this movie ,0
this little film is so slovenly done ,0
makes 98 minutes feel like three hours . ,0
hawke's film ,0
aspires to the cracked lunacy of the adventures of buckaroo banzai ,0
real-life strongman ahola lacks the charisma and ability to carry the film on his admittedly broad shoulders . ,0
the title ,0
low comedy doesn't come much lower . ,0
appropriately cynical social commentary aside ,0
it's crap on a leash--far too polite to scale the lunatic heights of joe dante's similarly styled gremlins . ,0
one of the most depressing movie-going experiences i can think of is to sit through about 90 minutes of a so-called 'comedy' and not laugh once . ,0
this is the kind of movie where the big scene is a man shot out of a cannon into a vat of ice cream . ,0
let's face it -- there aren't many reasons anyone would want to see crossroads if they're not big fans of teen pop kitten britney spears . ,0
a loud ,0
an exceptionally dreary and overwrought bit of work ,0
insufferably naive . ,0
the movie is so resolutely cobbled together out of older movies that it even uses a totally unnecessary prologue ,0
the movie's vision of a white american zealously spreading a puritanical brand of christianity to south seas islanders is one only a true believer could relish . ,0
maid in manhattan proves that it's easier to change the sheets than to change hackneyed concepts when it comes to dreaming up romantic comedies . ,0
a fairly harmless but ultimately lifeless feature-length afterschool special . ,0
i can't remember the last time i saw a movie where i wanted so badly for the protagonist to fail . ,0
ill-considered ,0
amazingly lame . ,0
 . . . the whole thing succeeded only in making me groggy . ,0
like most of jaglom's films ,0
one long ,0
forgettable ,0
the film's most improbable feat ? it didn't go straight to video . ,0
 . . . about as exciting to watch as two last-place basketball teams playing one another on the final day of the season . ,0
the chateau . . . is less concerned with cultural and political issues than doting on its eccentric characters . ,0
cruel and inhuman cinematic punishment . . . simultaneously degrades its characters ,0
it's not too fast and not too slow . it's not too racy and it's not too offensive . it's not too much of anything . ,0
the great pity is that those responsible didn't cut their losses – and ours – and retitle it the adventures of direct-to-video nash ,0
about as original as a gangster sweating bullets while worrying about a contract on his life . ,0
an empty shell of an epic rather than the real deal . ,0
we could have expected a little more human being ,0
instead of using george and lucy's most obvious differences to ignite sparks ,0
whether quitting will prove absorbing to american audiences is debatable . ,0
becomes a bit of a mishmash : a tearjerker that doesn't and a thriller that won't . ,0
family togetherness takes a back seat to inter-family rivalry and workplace ambition&#133 ; whole subplots have no explanation or even plot relevance . ,0
grant isn't cary and bullock isn't katherine . ,0
like a fish that's lived too long ,0
two tedious acts light on great scares and a good surprise ending . ,0
shyamalan should stop trying to please his mom . ,0
the entire movie is in need of a scented bath . ,0
i'm sorry to say that this should seal the deal - arnold is not ,0
the story of trouble every day . . . is so sketchy it amounts to little more than preliminary notes for a science-fiction horror film ,0
a movie to forget,0
for all of its insights into the dream world of teen life ,0
enough is not a bad movie ,0
it looks good ,0
the film never finds its tone and several scenes run too long . ,0
the idea is more interesting than the screenplay ,0
van wilder has a built-in audience ,0
a complete waste of time . ,0
it's hard to believe that something so short could be so flabby . ,0
do we really need another film that praises female self-sacrifice ? ,0
the major problem with windtalkers is that the bulk of the movie centers on the wrong character . ,0
tennessee williams by way of oprah's book club . ,0
so verbally flatfooted and so emotionally predictable or bland that it plays like the standard made-for-tv movie . ,0
the entire point of a shaggy dog story ,0
stale and clichéd to a fault . ,0
this film is too busy hitting all of its assigned marks to take on any life of its own . ,0
watching junk like this induces a kind of abstract guilt ,0
the script feels as if it started to explore the obvious voyeuristic potential of 'hypertime' but then backed off when the producers saw the grosses for spy kids . ,0
starts off witty and sophisticated and you want to love it -- but filmmaker yvan attal quickly writes himself into a corner . ,0
some like it hot on the hardwood proves once again that a man in drag is not in and of himself funny . ,0
unfortunately ,0
witless and utterly pointless . ,0
when 'science fiction' takes advantage of the fact that its intended audience hasn't yet had much science ,0
show me the mugging . ,0
represents something very close to the nadir of the thriller/horror genre . ,0
visually sumptuous but intellectually stultifying . ,0
as a feature-length film ,0
a guilty pleasure at best ,0
a sleep-inducing thriller with a single twist that everyone except the characters in it can see coming a mile away . ,0
"with a "" spy kids "" sequel opening next week ",0
it's just rather leaden and dull . ,0
lacks the visual flair and bouncing bravado that characterizes better hip-hop clips and is content to recycle images and characters that were already tired 10 years ago . ,0
'pocas ideas interesantes ,0
statham employs an accent that i think is supposed to be an attempt at hardass american but sometimes just lapses into unhidden british . ,0
instead of trying to bust some blondes ,0
initial strangeness inexorably gives way to rote sentimentality and mystical tenderness becomes narrative expedience . ,0
de ayala is required to supply too much of the energy in a film that is ,0
dismally dull sci-fi comedy . ,0
there's surely something wrong with a comedy where the only belly laughs come from the selection of outtakes tacked onto the end credits . ,0
when one hears harry shearer is going to make his debut as a film director ,0
the leads we are given here are simply too bland to be interesting . ,0
[toback's] fondness for fancy split-screen ,0
adam sandler's 8 crazy nights is 75 wasted minutes of sandler as the voice-over hero in columbia pictures' perverse idea of an animated holiday movie . ,0
"essentially "" fatal attraction "" remade for viewers who were in diapers when the original was released in 1987 . . . . this story gets sillier ",0
even a hardened voyeur would require the patience of job to get through this interminable ,0
the film's hero is a bore and his innocence soon becomes a questionable kind of inexcusable dumb innocence . ,0
a singularly off-putting romantic comedy . ,0
this is an exercise not in biography but in hero worship . ,0
it all comes down to whether you can tolerate leon barlow . i can't . ,0
in the spirit of the season ,0
check your brain and your secret agent decoder ring at the door because you don't want to think too much about what's going on . the movie does has some entertainment value - how much depends on how well you like chris rock . ,0
a movie that seems motivated more by a desire to match mortarboards with dead poets society and good will hunting than by its own story . ,0
a culture clash comedy only half as clever as it thinks it is . ,0
the logic of it all will be greek to anyone not predisposed to the movie's rude and crude humor . ,0
as self-aware movies go ,0
starts out strongly before quickly losing its focus ,0
 . . . a fascinating curiosity piece -- fascinating ,0
director jay russell weighs down his capricious fairy-tale with heavy sentiment and lightweight meaning . ,0
there are many things that solid acting can do for a movie ,0
its screenplay serves as auto-critique ,0
at times ,0
nemesis suffers from a paunchy midsection ,0
the jokes are telegraphed so far in advance they must have been lost in the mail . ,0
[tries] to parody a genre that's already a joke in the united states . the movie is the equivalent of french hip-hop ,0
a beyond-lame satire ,0
long before it's over ,0
i've never seen ( a remake ) do anything as stomach-turning as the way adam sandler's new movie rapes ,0
hollywood's answer to an air ball . ,0
and people make fun of me for liking showgirls</> . ,0
such a wildly uneven hit-and-miss enterprise ,0
a weird little movie that's amusing enough while you watch it ,0
i'm convinced i could keep a family of five blind ,0
like mike is a slight and uninventive movie : like the exalted michael jordan referred to in the title ,0
there is nothing funny in this every-joke-has- been-told-a- thousand-times- before movie . ,0
always destined to be measured against anthony asquith's acclaimed 1952 screen adaptation . ,0
this is standard crime drama fare . . . instantly forgettable and thoroughly dull . ,0
there's some outrageously creative action in the transporter . . . [b]ut by the time frank parachutes down onto a moving truck ,0
one of those based-on-truth stories that persuades you ,0
from its nauseating spinning credits sequence to a very talented but underutilized supporting cast ,0
yet another genre exercise ,0
despite the holes in the story and the somewhat predictable plot ,0
there's an admirable rigor to jimmy's relentless anger ,0
once again ,0
a lightweight ,0
[a] slummer . ,0
such a fine idea for a film ,0
[allen's] best works understand why snobbery is a better satiric target than middle-america diversions could ever be . ,0
this overlong infomercial ,0
an ambitious ,0
rarely has sex on screen been so aggressively anti-erotic . ,0
a dull ,0
so much about the film is loopy and ludicrous . . . that it could have been a hoot in a bad-movie way if the laborious pacing and endless exposition had been tightened . ,0
a disappointment for a movie that should have been the ultimate imax trip . ,0
does little to elaborate the conceit of setting this blood-soaked tragedy of murderous ambition in the era of richard nixon . ,0
this sade is hardly a perverse ,0
the film's needlessly opaque intro takes its doe-eyed crudup out of pre-9/11 new york and onto a cross-country road trip of the homeric kind . ,0
"it's as if a bored cage spent the duration of the film's shooting schedule waiting to scream : "" got aids yet ? "" ",0
in a strange way ,0
the film has the thrown-together feel of a summer-camp talent show : hastily written ,0
the last three narcissists left on earth compete for each others' affections . ,0
a clash between the artificial structure of the story and the more contemporary ,0
[a] poorly executed comedy . ,0
the movie's messages are quite admirable ,0
what we have here isn't a disaster ,0
the script was reportedly rewritten a dozen times -- either 11 times too many or else too few . ,0
a shoddy male hip hop fantasy filled with guns ,0
to the filmmakers ,0
this is a movie filled with unlikable ,0
it's as if allen ,0
scotland ,0
a movie that the less charitable might describe as a castrated cross between highlander and lolita . ,0
not only does leblanc make one spectacularly ugly-looking broad ,0
there's little to recommend snow dogs ,0
it's deep-sixed by a compulsion to catalog every bodily fluids gag in there's something about mary and devise a parallel clone-gag . ,0
the film rehashes several old themes and is capped with pointless extremes -- it's insanely violent and very graphic . ,0
sorority boys ,0
here the love scenes all end in someone screaming . maybe there's a metaphor here ,0
this is the first film i've ever seen that had no obvious directing involved . ,0
fans of so-bad-they're-good cinema may find some fun in this jumbled mess . ,0
weiss and speck never make a convincing case for the relevance of these two 20th-century footnotes . ,0
sheridan is painfully bad ,0
presents nothing special and ,0
the most excruciating 86 minutes one might sit through this summer that do not involve a dentist drill . ,0
was that movie nothing more than a tepid exercise in trotting out a formula that worked five years ago but has since lost its fizz ? ,0
it goes on for too long and bogs down in a surfeit of characters and unnecessary subplots . ,0
it's absolutely amazing how first-time director kevin donovan managed to find something new to add to the canon of chan . make chan's action sequences boring . ,0
you . . . get a sense of good intentions derailed by a failure to seek and strike just the right tone . ,0
'in this poor remake of such a well loved classic ,0
it's the movie equivalent of a sweaty old guy in a rain coat shopping for cheap porn . ,0
the film's final hour ,0
the movie does such an excellent job of critiquing itself at every faltering half-step of its development that criticizing feels more like commiserating . ,0
i found it slow ,0
director yu seems far more interested in gross-out humor than in showing us well-thought stunts or a car chase that we haven't seen 10 ,0
viewers will need all the luck they can muster just figuring out who's who in this pretentious mess . ,0
a pint-sized 'goodfellas' designed to appeal to the younger set ,0
get out your pooper-scoopers . ,0
while the material is slight ,0
it's definitely not made for kids or their parents ,0
sheridan seems terrified of the book's irreverent energy ,0
more busy than exciting ,0
there are more shots of children smiling for the camera than typical documentary footage which hurts the overall impact of the film . it's makes a better travelogue than movie . ,0
 . . . really horrible drek . ,0
it's as if solondz had two ideas for two movies ,0
the fourth in a series that i'll bet most parents had thought --hoped ! -- was a fad that had long since vanished . ,0
it's a long way from orwell's dark ,0
its premise is smart ,0
the holiday message of the 37-minute santa vs . the snowman leaves a lot to be desired . ,0
more precious than perspicacious,0
if you saw it on tv ,0
[t]he script isn't up to the level of the direction ,0
if this is cinema ,0
enigma looks great ,0
most of the characters come off as pantomimesque sterotypes . ,0
starts promisingly but disintegrates into a dreary ,0
while there's likely very little crossover appeal to those without much interest in the elizabethans ( as well as rank frustration from those in the know about rubbo's dumbed-down tactics ) ,0
it's actually too sincere -- the crime movie equivalent of a chick flick . ,0
most of the film feels conceived and shot on the fly -- like between lunch breaks for shearer's radio show and his simpson voice-overs . ,0
perry's good and his is an interesting character ,0
culkin turns his character into what is basically an anti-harry potter -- right down to the gryffindor scarf . ,0
memorable for a peculiar malaise that renders its tension flaccid and ,0
it's a documentary that says that the alternate sexuality meant to set you free may require so much relationship maintenance that celibacy can start looking good . ,0
in the not-too-distant future ,0
an intriguing near-miss . ,0
the movie's biggest shocks come from seeing former nymphette juliette lewis playing a salt-of-the-earth mommy named minnie and watching slim travel incognito in a ridiculous wig no respectable halloween costume shop would ever try to sell . ,0
like most movies about the pitfalls of bad behavior . . . circuit gets drawn into the party . ,0
it appears as if even the filmmakers didn't know what kind of movie they were making . ,0
beneath the uncanny ,0
snipes relies too much on a scorchingly plotted dramatic scenario for its own good . ,0
piccoli's performance is amazing ,0
starts out mediocre ,0
nicolas cage isn't the first actor to lead a group of talented friends astray ,0
it lacks the compassion ,0
the result is good gossip ,0
a sustained fest of self-congratulation between actor and director that leaves scant place for the viewer . ,0
all analyze that proves is that there is really only one movie's worth of decent gags to be gleaned from the premise . ,0
green ruins every single scene he's in ,0
there's not a comedic moment in this romantic comedy . ,0
the story is predictable ,0
wallace directs with such patronising reverence ,0
resurrection has the dubious distinction of being a really bad imitation of the really bad blair witch project . ,0
poor ben bratt couldn't find stardom if mapquest emailed him point-to-point driving directions . ,0
pretend like your sat scores are below 120 and you might not notice the flaws . ,0
unlike trey parker ,0
a fake street drama that keeps telling you things instead of showing them . ,0
an empty ,0
earnest and tentative even when it aims to shock . ,0
haneke's script ( from elfriede jelinek's novel ) is contrived ,0
a sometimes incisive and sensitive portrait that is undercut by its awkward structure and a final veering toward melodrama . ,0
those 24-and-unders looking for their own caddyshack to adopt as a generational signpost may have to keep on looking . ,0
a distinctly mixed bag ,0
what begins brightly gets bogged down over 140 minutes . ,0
ultimately ,0
ah-nuld's action hero days might be over . ,0
it's clear why deuces wild ,0
feels like nothing quite so much as a middle-aged moviemaker's attempt to surround himself with beautiful ,0
when the precise nature of matthew's predicament finally comes into sharp focus ,0
this picture is murder by numbers ,0
hilarious musical comedy though stymied by accents thick as mud . ,0
if you are into splatter movies ,0
a dull ,0
the feature-length stretch . . . strains the show's concept . ,0
this slender plot feels especially thin stretched over the nearly 80-minute running time . ,0
a film that will probably please people already fascinated by behan but leave everyone else yawning with admiration . ,0
davis the performer is plenty fetching enough ,0
the densest distillation of roberts' movies ever made . ,0
ultimately ,0
a handsome but unfulfilling suspense drama more suited to a quiet evening on pbs than a night out at an amc . ,0
tom green and an ivy league college should never appear together on a marquee ,0
 ( it ) highlights not so much the crime lord's messianic bent ,0
master of disguise runs for only 71 minutes and feels like three hours . ,0
a reworking of die hard and cliffhanger but it's nowhere near as exciting as either . ,0
suffers from unlikable characters and a self-conscious sense of its own quirky hipness . ,0
a film without surprise geared toward maximum comfort and familiarity . ,0
fessenden continues to do interesting work ,0
spirit is a visual treat ,0
it stars schticky chris rock and stolid anthony hopkins ,0
this is a children's film in the truest sense . it's packed with adventure and a worthwhile environmental message ,0
the niftiest trick perpetrated by the importance of being earnest is the alchemical transmogrification of wilde into austen--and a hollywood-ized austen at that . ,0
tykwer's surface flash isn't just a poor fit with kieslowski's lyrical pessimism ; it completely contradicts everything kieslowski's work aspired to ,0
ice age is the first computer-generated feature cartoon to feel like other movies ,0
too slick and manufactured to claim street credibility . ,0
cherry orchard is badly edited ,0
what ensues are much blood-splattering ,0
a dark comedy that goes for sick and demented humor simply to do so . the movie is without intent . ,0
visually exciting sci-fi film which suffers from a lackluster screenplay . ,0
while hollywood ending has its share of belly laughs ( including a knockout of a closing line ) ,0
if the full monty was a freshman fluke ,0
 sandra bullock and hugh grant make a great team ,0
allegiance to chekhov ,0
you expect more from director michael apted ( enigma ) and screenwriter nicholas kazan ( reversal of fortune ) than this cliche pileup . ,0
the first mistake ,0
the dramatic scenes are frequently unintentionally funny ,0
replacing john carpenter's stylish tracking shots is degraded ,0
it has the requisite faux-urban vibe and hotter-two-years-ago rap and r&b names and references . ,0
despite its dry wit and compassion ,0
 . . . feels as if ( there's ) a choke leash around your neck so director nick cassavetes can give it a good ,0
attal pushes too hard to make this a comedy or serious drama . he seems to want both ,0
i could have used my two hours better watching being john malkovich again . ,0
it's not a bad plot ; but ,0
flat ,0
girlfriends are bad ,0
the only young people who possibly will enjoy it are infants . . . who might be distracted by the movie's quick movements and sounds . ,0
the film boasts at least a few good ideas and features some decent performances ,0
no such thing breaks no new ground and treads old turf like a hippopotamus ballerina . ,0
unfortunately ,0
a wishy-washy melodramatic movie that shows us plenty of sturm und drung ,0
bang ! zoom ! it's actually pretty funny ,0
lurid and less than lucid work . ,0
a wannabe comedy of manners about a brainy prep-school kid with a mrs . robinson complex founders on its own preciousness -- and squanders its beautiful women . ,0
at a brief 42 minutes ,0
if anything ,0
this 90-minute dud could pass for mike tyson's e ! true hollywood story . ,0
this is surely one of the most frantic ,0
once the expectation of laughter has been quashed by whatever obscenity is at hand ,0
a porn film without the sex scenes . ,0
the connected stories of breitbart and hanussen are actually fascinating ,0
a depressingly retrograde ,0
return to never land is much more p . c . than the original version ( no more racist portraits of indians ,0
by the end ,0
while it's all quite tasteful to look at ,0
broder's screenplay is shallow ,0
yes they can swim ,0
don michael paul uses quick-cuts ,0
slow ,0
the sweetest thing leaves a bitter taste . ,0
in a big corner office in hell ,0
for something as splendid-looking as this particular film ,0
a thriller without a lot of thrills . ,0
this stuck pig of a movie flails limply between bizarre comedy and pallid horror . ,0
ah ,0
in moonlight mile ,0
though uniformly well acted ,0
done in mostly by a weak script that can't support the epic treatment . ,0
despite its visual virtuosity ,0
slap her - she's not funny ! no french people were harmed during the making of this movie ,0
though its rather routine script is loaded with familiar situations ,0
" "" one look at a girl in tight pants and big tits and you turn stupid ? "" um… . . isn't that the basis for the entire plot ? ",0
" "" not really as bad as you might think ! "" ",0
strident and inelegant in its 'message-movie' posturing . ,0
one regards reign of fire with awe . what a vast enterprise has been marshaled in the service of such a minute idea . ,0
it has the right approach and the right opening premise ,0
its impressive images of crematorium chimney fires and stacks of dead bodies are undermined by the movie's presentation ,0
seeing as the film lacks momentum and its position remains mostly undeterminable ,0
the plot is romantic comedy boilerplate from start to finish . ,0
i suspect this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd . ,0
an unfortunate title for a film that has nothing endearing about it . ,0
ninety minutes of viva castro ! can be as tiresome as 9 seconds of jesse helms' anti- castro rhetoric ,0
comes off as a long ,0
it just goes to show ,0
in a 102-minute film ,0
hopelessly inane ,0
kapur fails to give his audience a single character worth rooting for ( or worth rooting against ,0
it reduces the complexities to bromides and slogans and it gets so preachy-keen and so tub-thumpingly loud it makes you feel like a chump just for sitting through it . ,0
none of this has the suavity or classical familiarity of bond ,0
a great script brought down by lousy direction . same guy with both hats . big mistake . ,0
a mediocre exercise in target demographics ,0
"director kevin bray excels in breaking glass and marking off the "" miami vice "" checklist of power boats ",0
in gleefully ,0
the spalding gray equivalent of a teen gross-out comedy . ,0
perhaps even the slc high command found writer-director mitch davis's wall of kitsch hard going . ,0
according to wendigo ,0
an encouraging effort from mccrudden,0
the romance between the leads isn't as compelling or as believable as it should be . ,0
if i could have looked into my future and saw how bad this movie was ,0
supposedly authentic account of a historical event that's far too tragic to merit such superficial treatment . ,0
adroit but finally a trifle flat ,0
to blandly go where we went 8 movies ago . . . ,0
a slow-moving police-procedural thriller that takes its title all too literally . ,0
this u-boat doesn't have a captain . ,0
with nary a glimmer of self-knowledge ,0
this one aims for the toilet and scores a direct hit . ,0
dull ,0
"i walked away not really know who "" they "" were ",0
predictably melodramatic . ,0
after several scenes of this tacky nonsense ,0
a relatively effective little potboiler until its absurd ,0
the country bears wastes an exceptionally good idea . but the movie that doesn't really deliver for country music fans or for family audiences,0
adults will certainly want to spend their time in the theater thinking up grocery lists and ways to tell their kids how not to act like pinocchio . as for children ,0
 . . . you can be forgiven for realizing that you've spent the past 20 minutes looking at your watch and waiting for frida to just die already . ,0
too bad writer-director adam rifkin situates it all in a plot as musty as one of the golden eagle's carpets . ,0
it's lazy for a movie to avoid solving one problem by trying to distract us with the solution to another . ,0
the movie is genial but never inspired ,0
the movie obviously seeks to re-create the excitement of such '50s flicks as jules verne's '20 ,0
despite the opulent lushness of every scene ,0
even after 90 minutes of playing opposite each other bullock and grant still look ill at ease sharing the same scene . what should have been a painless time-killer becomes instead a grating endurance test . ,0
a bland ,0
 . . little action ,0
the movie strains to stay on the light ,0
the master of disguise is awful . it's pauly shore awful . don't say you weren't warned . ,0
disappointing in comparison to other recent war movies…or any other john woo flick for that matter . ,0
the entire movie is filled with deja vu moments . ,0
'opening up' the play more has partly closed it down . ,0
what [frei] gives us . . . is a man who uses the damage of war -- far more often than the warfare itself -- to create the kind of art shots that fill gallery shows . ,0
an ugly ,0
the film is way too full of itself ; it's stuffy and pretentious in a give-me-an-oscar kind of way . ,0
the movie is concocted and carried out by folks worthy of scorn ,0
"watching "" ending "" is too often like looking over the outdated clothes and plastic knickknacks at your neighbor's garage sale . you can't believe anyone would really buy this stuff . ",0
certainly beautiful to look at ,0
it desperately wants to be a wacky ,0
the skills of a calculus major at m . i . t . are required to balance all the formulaic equations in the long-winded heist comedy who is cletis tout ? ,0
from the choppy editing to the annoying score to 'special effects' by way of replacing objects in a character's hands below the camera line ,0
my advice is to skip the film and pick up the soundtrack . ,0
a film that presents an interesting ,0
filled with low-brow humor ,0
directed in a flashy ,0
the 70-year-old godard has become ,0
an unsophisticated sci-fi drama that takes itself all too seriously . ,0
solondz is without doubt an artist of uncompromising vision ,0
harvard man is a semi-throwback ,0
supposedly based upon real ,0
while hoffman's performance is great ,0
the smash 'em-up ,0
deuces wild treads heavily into romeo and juliet/west side story territory ,0
hart's war seems to want to be a character study ,0
theological matters aside ,0
this latest installment of the horror film franchise that is apparently as invulnerable as its trademark villain has arrived for an incongruous summer playoff ,0
novak contemplates a heartland so overwhelmed by its lack of purpose that it seeks excitement in manufactured high drama . ,0
been there ,0
the film is all over the place ,0
the beautiful ,0
the action quickly sinks into by-the-numbers territory . ,0
forages for audience sympathy like a temperamental child begging for attention ,0
when [reno] lets her radical flag fly ,0
such a premise is ripe for all manner of lunacy ,0
burns' fifth beer-soaked film feels in almost every possible way -- from the writing and direction to the soggy performances -- tossed off . ,0
'es en verdad una pena que mandoki esté realizando cintas tan malas desde hace algún tiempo ,0
while this one gets off with a good natured warning ,0
another boorish movie from the i-heard-a-joke- at-a-frat-party school of screenwriting . ,0
too much of the movie feels contrived ,0
it's hard to understand why anyone in his right mind would even think to make the attraction a movie . and it's harder still to believe that anyone in his right mind would want to see the it . ,0
the ethos of the chelsea hotel may shape hawke's artistic aspirations ,0
the sight of the name bruce willis brings to mind images of a violent battlefield action picture ,0
why sit through a crummy ,0
the obnoxious special effects ,0
exploring value choices is a worthwhile topic for a film -- but here the choices are as contrived and artificial as kerrigan's platinum-blonde hair . ,0
the movie's downfall is to substitute plot for personality . it doesn't really know or care about the characters ,0
all mood and no movie . ,0
press the delete key . ,0
simone is not a bad film . it just doesn't have anything really interesting to say . ,0
once he starts learning to compromise with reality enough to become comparatively sane and healthy ,0
 . . . hopefully it'll be at the dollar theatres by the time christmas rolls around . wait to see it then . ,0
there's no disguising this as one of the worst films of the summer . or for the year ,0
lacks the spirit of the previous two ,0
this hastily mounted production exists only to capitalize on hopkins' inclination to play hannibal lecter again ,0
death to smoochy tells a moldy-oldie ,0
the threat implied in the title pokémon 4ever is terrifying – like locusts in a horde these things will keep coming . ,0
the film never gets over its own investment in conventional arrangements ,0
to call this film a lump of coal would only be to flatter it . ,0
entertainment more disposable than hanna-barbera's half-hour cartoons ever were . ,0
the film falls short on tension ,0
by the end of it all i sort of loved the people onscreen ,0
at best this is a film for the under-7 crowd . but it would be better to wait for the video . and a very rainy day . ,0
the whole talking-animal thing is grisly . ,0
never again ,0
wouldn't it be funny if a bunch of allied soldiers went undercover as women in a german factory during world war ii ? um ,0
has not so much been written as assembled ,0
the punch lines that miss ,0
mushes the college-friends genre ( the big chill ) together with the contrivances and overwrought emotion of soap operas . ,0
showtime's starry cast could be both an asset and a detriment . those who trek to the 'plex predisposed to like it probably will enjoy themselves . but ticket-buyers with great expectations will wind up as glum as mr . de niro . ,0
a determined ,0
too daft by half . . . but supremely good natured . ,0
fails in making this character understandable ,0
it's a shame that the storyline and its underlying themes . . . finally seem so impersonal or even shallow . ,0
woody ,0
juliette binoche's sand is vivacious ,0
it's supposed to be post-feminist breezy but ends up as tedious as the chatter of parrots raised on oprah . ,0
you can tell almost immediately that welcome to collinwood isn't going to jell . ,0
throughout all the tumult ,0
cattaneo reworks the formula that made the full monty a smashing success . . . but neglects to add the magic that made it all work . ,0
routine and rather silly . ,0
a rip-off twice removed ,0
totally overwrought ,0
you can practically hear george orwell turning over . ,0
behan's memoir is great material for a film -- rowdy ,0
while holm is terrific as both men and hjejle quite appealing ,0
lazy filmmaking ,0
if it were any more of a turkey ,0
a movie that falls victim to frazzled wackiness and frayed satire . ,0
how do you make a movie with depth about a man who lacked any ? on the evidence before us ,0
the film's trailer also looked like crap ,0
more trifle than triumph . ,0
the movie is almost completely lacking in suspense ,0
